ID,Frequency,Dutch,Eng
3220,4464,williams,Williams
3221,4463,verdwaald,strayed
3222,4462,federale,federal
3223,4455,kranten,newspapers
3224,4453,patroon,cartridge
3225,4451,relaties,relationships
3226,4449,bedreigd,threatened
3227,4449,matthew,Matthew
3228,4448,wetten,laws
3229,4447,herkent,recognizes
3230,4446,boodschappen,groceries
3231,4445,zenuwachtig,nervous
3232,4445,koninkrijk,kingdom
3233,4445,aanwijzing,indication
3234,4442,betty,Betty
3235,4440,breek,break
3236,4439,chinees,Chinese
3237,4438,uitvoeren,to carry out
3238,4438,haatte,hated
3239,4436,vrachtwagen,truck
3240,4426,tank,tank
3241,4419,vanzelf,naturally
3242,4419,francis,Francis
3243,4417,schone,shone
3244,4415,beschadigd,damaged
3245,4411,marty,marty
3246,4411,realiseerde,realized
3247,4410,verbranden,to burn
3248,4410,e,e
3249,4409,klasse,class
3250,4405,riep,called out
3251,4403,onbekend,unknown
3252,4402,humor,Humour
3253,4402,theater,theater
3254,4402,koorts,fever
3255,4401,overheen,across
3256,4400,ingang,Entrance
3257,4398,stabiel,stable
3258,4398,riley,riley
3259,4398,openbare,public
3260,4397,dure,expensive
3261,4397,maya,Maya
3262,4397,noodgeval,emergency
3263,4393,reageert,respond
3264,4391,uitweg,outfit
3265,4390,jennifer,jennifer
3266,4388,psychiater,psychiatrist
3267,4388,gedraagt,behavior
3268,4383,datum,date
3269,4382,correct,correct
3270,4382,gedraag,behave
3271,4380,nood,need
3272,4380,wiet,weed
3273,4377,little,Little
3274,4374,woning,home
3275,4374,caroline,caroline
3276,4374,betekende,meant
3277,4373,instructies,instructions
3278,4371,natuurlijke,natural
3279,4368,ali,ali
3280,4367,wonden,wounds
3281,4364,afdrukken,print
3282,4363,netwerk,network
3283,4358,info,info
3284,4356,martha,Martha
3285,4356,periode,period
3286,4350,uitziet,look
3287,4348,meende,meaning
3288,4345,doorlopen,run through
3289,4344,simpele,simple
3290,4343,achtergrond,background
3291,4339,bijzonders,special
3292,4338,broeders,brothers
3293,4337,dubbel,double
3294,4334,afgewezen,turned down
3295,4333,kerstfeest,Christmas
3296,4333,lou,lou
3297,4332,hartstikke,terribly
3298,4331,schuur,barn
3299,4330,veronderstel,suppose
3300,4330,emoties,emotions
3301,4323,achterkant,rear end
3302,4322,schudden,shake
3303,4321,beschuldigd,accused
3304,4321,kwetsen,hurt
3305,4320,negatief,negative
3306,4319,dick,Dick
3307,4318,engelse,English
3308,4318,arrestatie,arrest
3309,4317,communicatie,communication
3310,4315,vloog,fleet
3311,4314,nachten,nightlife
3312,4311,uitmaken,to finish
3313,4310,vermiste,missing
3314,4310,hierbij,hereby
3315,4301,hebbes,Got you
3316,4301,allang,a long time already
3317,4298,trappen,kick
3318,4298,langskomen,come
3319,4298,coma,coma
3320,4296,daad,deed
3321,4295,kut,pussy
3322,4294,knop,knob
3323,4294,bevriend,friends
3324,4291,geraken,get
3325,4288,malcolm,Malcolm
3326,4288,creëren,to create
3327,4287,beslag,seizure
3328,4282,artsen,doctors
3329,4282,nancy,nancy
3330,4280,japan,Japan
3331,4278,logan,logan
3332,4277,beet,bite
3333,4274,doodsbang,terrified
3334,4273,bewaar,keep
3335,4269,casino,casino
3336,4268,afschuwelijk,awful
3337,4267,diefstal,theft
3338,4263,legende,legend
3339,4261,joseph,Joseph
3340,4258,grot,cave
3341,4257,proeven,taste
3342,4256,gesprekken,conversations
3343,4252,grijpen,to grasp
3344,4249,oppakken,picking up
3345,4249,terugtrekken,pull back
3346,4244,bart,bart
3347,4242,applaus,applause
3348,4241,zoenen,to kiss
3349,4240,toren,tower
3350,4237,eeuwen,centuries
3351,4236,eigendom,property
3352,4235,verschrikkelijke,terrible
3353,4234,criminelen,criminals
3354,4233,bood,offered
3355,4230,verplicht,obligated
3356,4230,zieke,sick
3357,4228,beweert,reserves
3358,4227,strafblad,criminal record
3359,4225,hollywood,Hollywood
3360,4225,voorbereiden,to prepare
3361,4225,vijftig,fifty
3362,4225,zone,zone
3363,4225,loslaten,letting go
3364,4224,casey,casey
3365,4223,connor,connor
3366,4223,portemonnee,wallet
3367,4222,audrey,audrey
3368,4221,longen,lungs
3369,4220,ingehuurd,hired
3370,4218,meegebracht,brought along
3371,4213,gebrek,lack
3372,4213,ruilen,exchange
3373,4213,mankeert,failing
3374,4212,zwakke,weak
3375,4209,aantrekkelijk,appealing
3376,4208,verplaatst,moved
3377,4203,albert,albert
3378,4201,no,no
3379,4200,uitgeschakeld,turned off
3380,4199,vliegtuigen,airplanes
3381,4195,spencer,spencer
3382,4194,tja,well
3383,4192,dronk,drunk
3384,4191,riskeren,risk
3385,4190,weghalen,remove
3386,4188,passie,passion
3387,4188,kandidaat,candidate
3388,4185,smeerlap,lubricating
3389,4185,sigaretten,cigarettes
3390,4184,toont,show
3391,4184,serie,series
3392,4183,status,status
3393,4180,voorzien,provided
3394,4180,mooier,more beautiful
3395,4177,rit,ride
3396,4176,bescherm,protect
3397,4173,discussie,discussion
3398,4173,medicijn,medicine
3399,4173,booth,booth
3400,4170,rijbewijs,drivers license
3401,4170,miles,miles
3402,4169,televisie,television
3403,4169,meld,report
3404,4167,verzonnen,made up
3405,4165,h,h
3406,4164,aangeboden,offered
3407,4164,ellen,ellen
3408,4163,ministerie,ministry
3409,4163,daden,deeds
3410,4162,krankzinnig,insane
3411,4161,populair,popular
3412,4161,whoa,Whoa
3413,4161,allison,Allison
3414,4158,indianen,native Americans
3415,4149,verzekering,insurance
3416,4147,virginia,Virginia
3417,4146,koelkast,refrigerator
3418,4144,duistere,dark
3419,4144,pest,black Death
3420,4142,lemand,lemand
3421,4138,overgeven,yield
3422,4138,arresteer,arrest
3423,4138,nut,utility
3424,4137,stervende,dying
3425,4137,ondergoed,underwear
3426,4135,euro,euro
3427,4135,incident,incident
3428,4133,zing,sing
3429,4132,mijzelf,myself
3430,4129,homer,homer
3431,4127,commentaar,commentary
3432,4124,ervaren,to experience
3433,4124,doorzoeken,search
3434,4124,vak,field
3435,4122,vriendjes,fighter
3436,4122,dorst,thirst
3437,4120,koe,cow
3438,4120,tenslotte,and last but not least
3439,4118,vandaar,hence
3440,4116,jonger,younger
3441,4115,flinke,big
3442,4114,check,check
3443,4113,titel,title
3444,4112,privacy,privacy
3445,4112,heelal,universe
3446,4110,verspillen,waste
3447,4109,justin,Justin
3448,4108,speelgoed,toys
3449,4108,bonnie,bonnie
3450,4108,dagboek,diary
3451,4104,voorwaarden,conditions
3452,4103,gemerkt,labeled
3453,4103,tape,tape
3454,4102,hol,hollow
3455,4096,bewustzijn,Awareness
3456,4092,evan,evan
3457,4091,aaron,Aaron
3458,4091,vlag,flag
3459,4090,werkten,work
3460,4090,moderne,modern
3461,4088,rollen,roll
3462,4085,angel,angel
3463,4080,gespannen,stretched
3464,4078,terugkeren,return
3465,4075,crisis,crisis
3466,4073,zoektocht,quest
3467,4068,emotioneel,emotional
3468,4066,overkant,across
3469,4062,premier,Prime Minister
3470,4062,harris,Harris
3471,4062,greep,grip
3472,4060,eenheden,units
3473,4059,beseft,acknowledgment
3474,4057,rechtstreeks,directly
3475,4055,love,love
3476,4048,weigeren,refuse
3477,4048,avontuur,adventure
3478,4046,lust,lust
3479,4046,tevoorschijn,outfill
3480,4044,roman,novel
3481,4044,glimlach,smile
3482,4044,groeit,growing
3483,4042,ras,breed
3484,4040,amerikaan,american
3485,4037,plat,flat
3486,4036,goedkoop,cheap
3487,4036,strak,tight
3488,4035,spanning,voltage
3489,4033,inbraak,burglary
3490,4031,karakter,character
3491,4030,opzet,set-up
3492,4024,lessen,classes
3493,4024,college,college
3494,4024,boy,Boy
3495,4023,ernstige,serious
3496,4023,geweren,rifle
3497,4022,island,Island
3498,4022,todd,Todd
3499,4021,verlegen,shy
3500,4020,toestaan,to allow
3501,4020,paspoort,passport
3502,4020,county,County
3503,4017,vleugels,wings
3504,4013,madame,madame
3505,4012,juni,June
3506,4010,snoep,sweets
3507,4010,apart,separate
3508,4009,italië,Italy
3509,4008,oudste,eldest
3510,4008,liam,Liam
3511,4007,uitschakelen,Switch off
3512,4006,voertuig,vehicle
3513,4003,kostte,cost
3514,4001,September,September
3515,3994,ron,ron
3516,3990,jochie,jochie
3517,3989,link,link
3518,3988,puinhoop,mess
3519,3987,agenda,agenda
3520,3986,steekt,steak
3521,3986,nazi,Nazi
3522,3986,spraken,spoke
3523,3985,leonard,Leonard
3524,3983,chirurg,surgeon
3525,3982,jee,jee
3526,3981,mochten,be allowed
3527,3978,misdaden,crime
3528,3977,brachten,brought
3529,3975,bekentenis,confession
3530,3974,laptop,Laptop
3531,3972,vergeleken,compared
3532,3971,diepe,deep
3533,3971,stukjes,patches
3534,3970,robot,robot
3535,3969,nuttig,useful
3536,3968,uitslag,result
3537,3968,zout,salt
3538,3968,ratten,rats
3539,3966,slimmer,smarter
3540,3965,afval,waste
3541,3965,murphy,murphy
3542,3963,wendy,wendy
3543,3962,gebeurtenissen,events
3544,3962,temperatuur,temperature
3545,3962,bemoei,intermediary
3546,3959,ongelukkig,unhappy
3547,3957,bezocht,visited
3548,3957,financiële,financial
3549,3956,tijdstip,time of day
3550,3956,overste,superior
3551,3955,verbergt,hide
3552,3952,drukken,to press
3553,3951,snappen,understanding
3554,3948,knuffel,Hug
3555,3948,diensten,services
3556,3947,erdoor,through
3557,3946,betekenis,meaning
3558,3939,veiliger,safer
3559,3939,aard,Earth
3560,3938,opgegeten,eaten
3561,3938,gevolg,consequence
3562,3937,moedig,courageous
3563,3937,duke,duke
3564,3936,teruggekomen,came back
3565,3934,eli,eli
3566,3933,paige,paige
3567,3932,loon,salary
3568,3932,frisse,fresh
3569,3931,daarboven,up there
3570,3931,herkende,recognizable
3571,3930,lelijke,ugly
3572,3928,ruth,Ruth
3573,3928,woensdag,Wednesday
3574,3927,handig,useful
3575,3927,harold,Harold
3576,3926,fortuin,fortune
3577,3924,nicole,nicole
3578,3921,vrijgelaten,released
3579,3921,ashley,Ashley
3580,3920,journalist,journalist
3581,3919,vielen,fell
3582,3919,wennen,to get used to
3583,3918,megan,megan
3584,3917,bleven,blond
3585,3916,ambassadeur,ambassador
3586,3913,acteur,actor
3587,3913,geslaagd,passed
3588,3912,hing,hung
3589,3911,computers,computers
3590,3911,francisco,Francisco
3591,3909,schoonmaken,to clean
3592,3906,mickey,mickey
3593,3904,snelweg,motorway
3594,3903,plastic,plastic
3595,3902,experiment,experiment
3596,3901,monica,monica
3597,3897,morgenvroeg,morning morning
3598,3894,undercover,Undercover
3599,3894,commando,command
3600,3893,gekleed,dressed
3601,3892,star,star
3602,3891,gemak,ease
3603,3888,overleeft,survive
3604,3887,boss,boss
3605,3885,eerwaarde,early
3606,3884,motel,motel
3607,3884,long,lung
3608,3882,tweeling,twin
3609,3881,draak,dragon
3610,3876,schakel,shift
3611,3874,diana,Diana
3612,3874,stephen,stephen
3613,3874,favoriet,favorite
3614,3873,heten,to be named
3615,3872,officiële,official
3616,3867,legde,placed
3617,3867,zusters,sisters
3618,3867,kooi,cage
3619,3867,opgehangen,hung up
3620,3866,beheersen,controll
3621,3866,demonen,demons
3622,3866,drankjes,drinks
3623,3865,wetenschappers,scientists
3624,3865,concert,concert
3625,3864,vermijden,avoid
3626,3864,irak,Iraq
3627,3861,katten,cats
3628,3860,kwetsbaar,vulnerable
3629,3859,kleuren,colors
3630,3857,raket,rocket ship
3631,3855,mitch,mitch
3632,3854,straffen,to punish
3633,3851,bestuur,management
3634,3846,verloofd,engaged
3635,3845,zonden,sins
3636,3843,verspreid,Scattered
3637,3842,draaide,turned
3638,3840,heerlijke,delicious
3639,3839,mason,mason
3640,3838,india,India
3641,3834,augustus,August
3642,3833,cadeautje,gift
3643,3832,centimeter,centimeter
3644,3830,contant,in cash
3645,3822,testament,testament
3646,3821,meesten,Most
3647,3818,juli,July
3648,3817,waanzin,madness
3649,3816,gedroomd,dreamed
3650,3815,handschoenen,gloves
3651,3814,zender,transmitter
3652,3812,wreed,cruel
3653,3812,pappa,pappa
3654,3811,eerlijke,honest
3655,3808,rotzak,rock bag
3656,3807,jules,Jules
3657,3805,mysterie,mystery
3658,3803,symbool,symbol
3659,3803,tess,tess
3660,3803,profiel,profile
3661,3802,opties,Options
3662,3801,traditie,tradition
3663,3799,schulden,debt
3664,3798,hup,hop
3665,3795,waag,waar
3666,3794,go,go
3667,3794,massa,mass
3668,3793,gewonden,wounded
3669,3789,ontkennen,to deny
3670,3786,getrokken,drawn
3671,3785,bezet,occupied
3672,3784,opgevoed,raised
3673,3782,lincoln,Lincoln
3674,3780,verkeer,traffic
3675,3779,knie,knee
3676,3776,heuvel,hill
3677,3776,bid,prayer
3678,3776,verdwijn,disappear
3679,3775,accepteer,accept
3680,3774,liz,Liz
3681,3773,timing,timing
3682,3771,slechtste,worst
3683,3771,crane,crane
3684,3770,penis,penis
3685,3769,benieuwd,curious
3686,3767,steden,towns
3687,3767,aangeven,to hand over
3688,3767,uitkomen,Hatch
3689,3766,glazen,glasses
3690,3766,hitte,heat
3691,3765,set,set
3692,3765,maling,growl
3693,3763,victoria,Victoria
3694,3763,wade,wade
3695,3762,ton,ton
3696,3761,mm,mm
3697,3759,chocolade,chocolate
3698,3758,bedrogen,cheat
3699,3757,brandstof,fuel
3700,3756,verwoest,destroyed
3701,3755,verf,paint
3702,3755,k,k
3703,3754,hector,Hector
3704,3754,munitie,ammunition
3705,3748,paleis,palace
3706,3748,werkelijkheid,reality
3707,3748,yo,yo
3708,3748,zoe,zoe
3709,3746,gewapend,armed
3710,3746,gekost,cost
3711,3744,nelson,Nelson
3712,3742,toespraak,speech
3713,3741,recept,recipe
3714,3741,helden,heroes
3715,3740,enthousiast,enthusiastic
3716,3740,scherm,screen
3717,3739,goedemiddag,good afternoon
3718,3730,gele,yellow
3719,3730,actief,active
3720,3728,politieagent,policeman
3721,3726,kleiner,smaller
3722,3725,raymond,Raymond
3723,3722,joch,joch
3724,3722,lokken,to lure
3725,3717,oefening,practice
3726,3715,harper,harper
3727,3714,road,road
3728,3714,varen,sail
3729,3713,kwart,quarter
3730,3713,commissie,Commission
3731,3707,stiekem,secret
3732,3706,afsluiten,to block
3733,3703,inpakken,packing up
3734,3703,bewaard,preserved
3735,3702,neil,Neil
3736,3700,winkelen,shop
3737,3698,beesten,beasts
3738,3696,vrijen,making out
3739,3695,techniek,Technic
3740,3695,brandt,lit
3741,3691,lane,Lane
3742,3691,mobiele,mobile
3743,3690,luisterde,listened
3744,3690,interne,internal
3745,3690,toegestaan,Allowed
3746,3689,hall,hall
3747,3688,beleefd,polite
3748,3687,stanley,stanley
3749,3687,blok,block
3750,3685,zielen,souls
3751,3684,keith,keith
3752,3683,generatie,generation
3753,3682,verlangen,desire
3754,3682,jean,jean
3755,3681,revolutie,revolution
3756,3681,pastoor,pastor
3757,3680,drama,drama
3758,3678,maal,meal
3759,3676,laden,load
3760,3673,moeilijkheden,difficulties
3761,3672,bedrag,amount
3762,3672,aandelen,shares
3763,3665,bevallen,to give birth
3764,3664,willie,Willie
3765,3660,schoft,shot
3766,3660,lawaai,noise
3767,3658,eeuwige,eternal
3768,3656,uzelf,yourself
3769,3656,alicia,alicia
3770,3655,attentie,attention
3771,3654,plant,plant
3772,3652,staren,stare
3773,3650,christian,Christian
3774,3649,konijn,rabbit
3775,3648,beroofd,robbed
3776,3647,zussen,sisters
3777,3646,huren,hire
3778,3646,misdrijf,crime
3779,3645,clay,clay
3780,3643,overlijden,passing away
3781,3642,doodgeschoten,shot
3782,3642,toekomstige,future
3783,3641,procedure,procedure
3784,3639,trouwde,married
3785,3637,douchen,shower
3786,3637,stierven,died
3787,3637,tina,tina
3788,3636,jongetje,little boy
3789,3635,gokken,gamble
3790,3635,thanksgiving,Thanksgiving
3791,3634,beweeg,move
3792,3634,duiken,to dive
3793,3633,shane,Shane
3794,3631,kindje,baby
3795,3628,fruit,fruit
3796,3626,bevroren,frozen
3797,3625,erbuiten,go out
3798,3625,sloot,ditch
3799,3622,steelt,steal
3800,3622,berlijn,Berlin
3801,3619,grappen,joke
3802,3616,vloot,fleet
3803,3615,uiterlijk,appearance
3804,3612,verhuisd,moved
3805,3608,spanje,Spain
3806,3606,carla,carla
3807,3606,norman,NORMAN
3808,3605,doof,deaf
3809,3604,alexander,Alexander
3810,3604,mitchell,Mitchell
3811,3602,terugbrengen,return
3812,3601,schamen,shame
3813,3601,machtige,mighty
3814,3600,all,all
3815,3599,tempel,Temple
3816,3598,walt,walt
3817,3597,volwassenen,adults
3818,3596,holly,holly
3819,3594,wetenschapper,scientist
3820,3593,weduwe,widow
3821,3593,kanaal,channel
3822,3589,gemeld,reported
3823,3588,watje,wimp
3824,3587,dient,serve
3825,3587,speech,speech
3826,3583,goedendag,good day
3827,3581,versterking,strengthening
3828,3581,voorraad,stock
3829,3581,legaal,legally
3830,3580,bevat,contains
3831,3579,dollars,dollars
3832,3579,korporaal,corporal
3833,3578,overwegen,consider
3834,3578,vee,cattle
3835,3577,metro,subway
3836,3576,afhankelijk,dependent
3837,3576,weigerde,refuse
3838,3575,ricky,ricky
3839,3572,speler,player
3840,3572,gereedschap,tools
3841,3571,mcgee,McGee
3842,3567,misbruik,abuse
3843,3566,besproken,discussed
3844,3562,aflevering,episode
3845,3561,chip,chip
3846,3560,barbara,barbara
3847,3560,anthony,anthony
3848,3558,mobieltje,cell phone
3849,3557,santa,Santa
3850,3556,japanse,Japanese
3851,3554,reclame,advertisement
3852,3553,combinatie,combination
3853,3550,behouden,preserve
3854,3550,durven,to dare
3855,3549,gebouwen,buildings
3856,3549,goedmaken,make up
3857,3548,philip,philip
3858,3545,verkrachting,rape
3859,3544,jersey,Jersey
3860,3542,pure,pure
3861,3540,weggelopen,walked away
3862,3540,opgeblazen,blown up
3863,3539,getraind,trained
3864,3533,illegale,illegal
3865,3533,website,website
3866,3533,firma,firm
3867,3532,bloeden,bleed
3868,3532,schop,shovel
3869,3531,wiskunde,math
3870,3531,originele,original
3871,3531,ann,Annator
3872,3530,verwondingen,injuries
3873,3529,nest,nest
3874,3523,kostuum,costume
3875,3522,hoofdinspecteur,chief inspector
3876,3522,meg,meg
3877,3521,standaard,default
3878,3520,zochten,sought
3879,3517,stok,stick
3880,3517,blaas,bladder
3881,3517,gloria,gloria
3882,3516,batman,batman
3883,3515,weigert,refuse
3884,3514,time,time
3885,3513,afspreken,to agree
3886,3511,hoofdkwartier,headquarters
3887,3511,heroïne,heroin
3888,3511,gus,gus
3889,3511,bossen,forests
3890,3509,julian,Julian
3891,3509,verzeker,insure
3892,3509,rex,rex
3893,3508,zenuwen,nerves
3894,3508,vermoeden,suspect
3895,3508,noah,Noah
3896,3506,jonathan,Jonathan
3897,3506,hoofdstuk,chapter
3898,3506,symptomen,symptoms
3899,3506,samantha,Samantha
3900,3505,plekje,spot
3901,3505,bemoeien,to interfere
3902,3505,kern,core
3903,3504,b.,b.
3904,3503,behandelt,handle
3905,3501,bagage,luggage
3906,3500,gehele,whole
3907,3499,bay,bay
3908,3498,castle,Castle
3909,3496,voorgesteld,suggested
3910,3496,jasje,jacket
3911,3495,begrip,understanding
3912,3493,sowieso,anyway
3913,3491,braaf,Well behaved
3914,3491,opsluiten,lock up
3915,3490,gij,ye
3916,3490,misverstand,misunderstanding
3917,3487,damon,Damon
3918,3486,laarzen,boots
3919,3486,dutch,dutch
3920,3486,uitgevoerd,executed
3921,3483,borg,deposit
3922,3483,doodsoorzaak,cause of death
3923,3482,football,football
3924,3482,bevrijd,freed
3925,3482,gewoonte,habit
3926,3481,nederlandse,Dutch
3927,3481,cirkel,circle
3928,3480,moordwapen,murder weapon
3929,3480,telefoons,Phones
3930,3479,boeren,farmers
3931,3477,gerucht,rumor
3932,3476,bijten,to bite
3933,3475,stone,stone
3934,3474,explosieven,explosives
3935,3473,motoren,engines
3936,3473,heather,heather
3937,3472,miranda,Miranda
3938,3470,opzetten,to set up
3939,3469,trekker,tractor
3940,3469,vermoed,suspected
3941,3469,von,von
3942,3467,internationale,International
3943,3466,lesje,lesson
3944,3465,blue,blue
3945,3463,wegkomen,getting away
3946,3462,flikker,flicker
3947,3462,collins,Collins
3948,3461,craig,Craig
3949,3460,lager,lower
3950,3459,schoppen,kick
3951,3457,fans,fans
3952,3456,opereren,to operate
3953,3455,borrel,a drink
3954,3455,noemden,call
3955,3453,vanessa,Vanessa
3956,3452,seth,seth
3957,3451,kok,cook
3958,3451,dozen,Boxes
3959,3450,hoeren,whores
3960,3450,broodje,sandwich
3961,3450,zingt,sing
3962,3449,dieper,deeper
3963,3448,halloween,Halloween
3964,3446,diego,Diego
3965,3444,toestel,device
3966,3443,happy,Happy
3967,3443,belangrijks,important
3968,3440,hogere,senior
3969,3440,stevig,solid
3970,3439,hoeveelheid,amount of
3971,3436,waaraan,to which
3972,3436,hufter,huffer
3973,3436,ontworpen,designed
3974,3435,dankjewel,thank you
3975,3435,mamma,mum
3976,3433,rots,rock
3977,3433,boer,farmer
3978,3432,buurman,neighbor
3979,3432,bouw,build
3980,3431,versieren,to decorate
3981,3431,trevor,trevor
3982,3429,ontploffen,explode
3983,3429,ochtends,morning
3984,3427,make-up,makeup
3985,3426,dumpen,to dump
3986,3424,gisterenavond,yesterday evening
3987,3423,gevuld,stuffed
3988,3422,klacht,complaint
3989,3418,bestond,existed
3990,3415,dodelijke,deadly
3991,3414,strategie,strategy
3992,3414,volhouden,to persevere
3993,3413,begaan,to commit
3994,3413,das,tie
3995,3412,informant,informant
3996,3411,verwerken,process
3997,3411,trouwt,marry
3998,3409,halt,halt
3999,3407,auditie,audition
4000,3404,randy,randy
4001,3399,lijdt,suffer
4002,3399,canada,Canada
4003,3397,draad,wire
4004,3397,ertoe,tooth
4005,3393,south,South
4006,3392,uitgeput,exhausted
4007,3392,pikken,peck
4008,3392,ellie,ellie
4009,3391,ruimen,clear
4010,3391,inzet,effort
4011,3391,haren,hair
4012,3383,slaaf,slave
4013,3383,tara,tara
4014,3383,schreeuw,shout
4015,3382,koninklijke,royal
4016,3382,lage,low
4017,3381,liepen,ran
4018,3380,bewerkt,edited
4019,3376,concentreer,concentrate
4020,3375,zaal,room
4021,3375,jarig,birthday
4022,3374,grapjes,jokes
4023,3374,piano,piano
4024,3374,finn,FINN
4025,3374,ontwikkeld,developed
4026,3373,ronnie,Ronnie
4027,3372,l.a.,la.
4028,3372,kou,cold
4029,3372,vaardigheden,skills
4030,3370,gestraft,punished
4031,3369,omdraaien,turn around
4032,3369,besmet,infected
4033,3368,spoedig,soon
4034,3368,beurs,stock market
4035,3368,schietpartij,shooting party
4036,3367,opblazen,to blow up
4037,3367,up,up
4038,3366,vergiftigd,poisoned
4039,3366,leerling,pupil
4040,3364,algemeen,general
4041,3364,zonen,sons
4042,3362,ongemakkelijk,uncomfortable
4043,3361,indien,if
4044,3361,prooi,prey
4045,3359,bevindt,stained
4046,3359,aankomt,arrival
4047,3358,uitgang,Exit
4048,3356,jongedame,young lady
4049,3356,goedkope,cheap
4050,3353,bewaking,surveillance
4051,3352,franklin,Franklin
4052,3350,by,by
4053,3347,huil,cry
4054,3347,kurt,kurt
4055,3346,lauren,Lauren
4056,3346,barney,barney
4057,3345,klimmen,to climb
4058,3344,November,November
4059,3343,uitkomt,outcoming
4060,3343,spelers,players
4061,3342,bijt,bite
4062,3342,schreeuwde,shouted
4063,3342,professionele,professional
4064,3341,bestanden,files
4065,3338,joan,Joan
4066,3338,voordeur,front door
4067,3336,slaven,slaves
4068,3335,dana,Dana
4069,3335,regelmatig,regularly
4070,3334,mysterieuze,mysterious
4071,3334,doorgeven,pass around
4072,3334,modder,mud
4073,3329,ned,ned
4074,3329,kroon,Crown
4075,3328,maffia,mafia
4076,3328,functie,function
4077,3328,verward,confused
4078,3328,veranderingen,changes
4079,3327,sectie,section
4080,3327,vreugde,joy
4081,3324,serieuze,serious
4082,3323,nuchter,sober
4083,3322,typisch,typical
4084,3321,rechtszaal,courtroom
4085,3320,overdreven,overdone
4086,3318,beu,sick of
4087,3316,buitenaardse,extraterrestrial
4088,3315,vergelijken,to compare
4089,3314,gabriel,gabriel
4090,3313,nagels,nails
4091,3313,neal,NEAL
4092,3312,melissa,melissa
4093,3312,mel,mel
4094,3312,louise,louise
4095,3311,telefoonnummer,phone number
4096,3310,snij,cut
4097,3309,rory,rory
4098,3309,droomde,dreamy
4099,3309,zeep,soap
4100,3308,accent,accent
4101,3308,gefaald,failed
4102,3307,drieën,three
4103,3306,werknemers,employees
4104,3305,krachtig,powerful
4105,3304,cliënten,clients
4106,3300,geneukt,fucked
4107,3298,bronnen,sources
4108,3298,zelden,rarely
4109,3297,falen,to fail
4110,3297,congres,Congress
4111,3295,verlof,leave of absence
4112,3295,stefan,stefan
4113,3295,secretaresse,Secretary
4114,3294,schouders,shoulders
4115,3294,that,that
4116,3293,christopher,Christopher
4117,3293,afleiding,distraction
4118,3292,schakelen,to change gear
4119,3291,gestoorde,disturbed
4120,3290,jungle,jungle
4121,3286,juwelen,jewellery
4122,3286,felix,felix
4123,3286,riem,Belt
4124,3284,geleefd,lived
4125,3282,oproepen,to call to action
4126,3282,schoen,shoe
4127,3282,colin,colin
4128,3282,opgevallen,noticeable
4129,3281,phoebe,Phoebe
4130,3280,herhalen,to repeat
4131,3280,relax,relax
4132,3279,exact,exactly
4133,3278,enge,scary
4134,3278,caesar,Caesar
4135,3277,alison,alison
4136,3277,avenue,Avenue
4137,3277,troost,consolation
4138,3276,aangeklaagd,accused
4139,3274,shaw,shaw
4140,3273,verre,distant
4141,3268,hakken,Heels
4142,3268,gewapende,armed
4143,3265,oktober,October
4144,3263,uniek,unique
4145,3262,professioneel,professional
4146,3261,recente,recent
4147,3257,duw,push
4148,3257,cocaïne,cocaine
4149,3256,opsporen,track down
4150,3256,lek,leak
4151,3253,ralph,Ralph
4152,3252,cellen,cells
4153,3251,teams,teams
4154,3251,allemachtig,good Lord
4155,3251,kenden,knitted
4156,3250,voetbal,football
4157,3250,achternaam,last name
4158,3249,levenslang,lifetime
4159,3248,defensie,defence
4160,3248,bond,bond
4161,3248,turner,gymnast
4162,3248,curtis,curtis
4163,3245,earl,earl
4164,3243,afghanistan,Afghanistan
4165,3242,opent,opens
4166,3239,parkeerplaats,parking spot
4167,3238,grazen,graze
4168,3238,ambassade,embassy
4169,3236,verdragen,treaties
4170,3236,simpson,simpson
4171,3235,bloem,flower
4172,3234,vrijwillig,voluntarily
4173,3233,geobsedeerd,obsessed
4174,3226,pierce,pierce
4175,3226,pleegde,commanded
4176,3225,bloedt,bleed
4177,3224,lets,lets
4178,3224,regelt,arranges
4179,3224,aanvaard,accepted
4180,3222,kalmeren,to calm down
4181,3222,hersteld,restored
4182,3221,veronica,veronica
4183,3221,tijger,Tiger
4184,3220,monsieur,monsieur
4185,3220,overeind,solidify
4186,3219,karl,karl
4187,3218,klop,knock
4188,3218,wenst,wish
4189,3218,brooke,brooke
4190,3217,stille,silent
4191,3213,spaans,Spanish
4192,3212,terugkwam,returned
4193,3212,pet,cap
4194,3212,bud,bud
4195,3210,kleintje,Shorty
4196,3210,kwartier,quarter
4197,3209,amerikaans,American
4198,3206,rita,rita
4199,3204,doorgaat,go through
4200,3204,verblijf,residence
4201,3202,script,script
4202,3201,sandra,Sandra
4203,3201,chase,chase
4204,3200,innemen,to take
4205,3200,tekort,shortage
4206,3199,ritje,ride
4207,3199,porno,porn
4208,3199,vrouwtje,female
4209,3198,tof,cool
4210,3196,streng,strict
4211,3196,grootmoeder,grandmother
4212,3195,britten,British
4213,3195,clown,clown
4214,3193,loyaliteit,loyalty
4215,3193,ln,ln
4216,3192,zweet,sweat
4217,3192,cultuur,culture
4218,3191,tiener,teenager
4219,3189,wijf,bitch
4220,3189,doorstaan,to endure
4221,3189,gina,gina
